Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
2.350091500000000,0,0x4A,0x05,Write,ACK
2.350186240000000,0,0x4A,0x00,Write,ACK
2.350280940000000,0,0x4A,0x01,Write,ACK
2.350375660000000,0,0x4A,0x00,Write,ACK
2.350470380000000,0,0x4A,0x01,Write,ACK
2.401127760000000,0,0x4A,0xBF,Read,ACK
2.401306020000000,,0x4A,,Read,NAK
2.502610700000000,0,0x4A,0x14,Read,ACK
2.502705980000000,0,0x4A,0x01,Read,ACK
2.502801260000000,0,0x4A,0x00,Read,ACK
2.502896620000000,0,0x4A,0x00,Read,NAK
2.503144000000000,0,0x4A,0x14,Read,ACK
2.503239280000000,0,0x4A,0x81,Read,ACK
2.503343000000000,0,0x4A,0x00,Read,ACK
2.503438220000000,0,0x4A,0x01,Read,ACK
2.503533500000000,0,0x4A,0x00,Read,ACK
2.503628780000000,0,0x4A,0x01,Read,ACK
2.503724080000000,0,0x4A,0x04,Read,ACK
2.503819360000000,0,0x4A,0x00,Read,ACK
2.503914640000000,0,0x4A,0x00,Read,ACK
2.504009920000000,0,0x4A,0x00,Read,ACK
2.504105200000000,0,0x4A,0x00,Read,ACK
2.504200480000000,0,0x4A,0x80,Read,ACK
2.504295760000000,0,0x4A,0x06,Read,ACK
2.504391040000000,0,0x4A,0x31,Read,ACK
2.504486320000000,0,0x4A,0x2E,Read,ACK
2.504581540000000,0,0x4A,0x30,Read,ACK
2.504676820000000,0,0x4A,0x2E,Read,ACK
2.504772100000000,0,0x4A,0x30,Read,ACK
2.504867380000000,0,0x4A,0x00,Read,ACK
2.504962660000000,0,0x4A,0x02,Read,ACK
2.505057940000000,0,0x4A,0x02,Read,ACK
2.505153220000000,0,0x4A,0x00,Read,ACK
2.505516280000000,0,0x4A,0x01,Read,ACK
2.505609620000000,0,0x4A,0x03,Read,ACK
2.505704920000000,0,0x4A,0x02,Read,ACK
2.505800180000000,0,0x4A,0xFF,Read,ACK
2.505895460000000,0,0x4A,0x7F,Read,ACK
2.505990760000000,0,0x4A,0x04,Read,ACK
2.506086040000000,0,0x4A,0x02,Read,ACK
2.506181320000000,0,0x4A,0x00,Read,ACK
2.506276600000000,0,0x4A,0x01,Read,ACK
2.506371940000000,0,0x4A,0x05,Read,NAK
2.506739300000000,0,0x4A,0xF8,Read,ACK
2.506834520000000,0,0x4A,0x80,Read,ACK
2.506929800000000,0,0x4A,0x00,Read,ACK
2.507025100000000,0,0x4A,0x02,Read,ACK
2.507120380000000,0,0x4A,0x02,Read,ACK
2.507215660000000,0,0x4A,0xFF,Read,ACK
2.507310940000000,0,0x4A,0x7F,Read,ACK
2.507406220000000,0,0x4A,0x08,Read,ACK
2.507501500000000,0,0x4A,0x05,Read,ACK
2.507596780000000,0,0x4A,0x53,Read,ACK
2.507692060000000,0,0x4A,0x48,Read,ACK
2.507787340000000,0,0x4A,0x54,Read,ACK
2.507882620000000,0,0x4A,0x50,Read,ACK
2.507977900000000,0,0x4A,0x00,Read,ACK
2.508073180000000,0,0x4A,0x06,Read,ACK
2.508168460000000,0,0x4A,0x01,Read,ACK
2.508263740000000,0,0x4A,0x00,Read,ACK
2.508359020000000,0,0x4A,0x09,Read,ACK
2.508454320000000,0,0x4A,0x08,Read,ACK
2.508549600000000,0,0x4A,0x63,Read,ACK
2.508644880000000,0,0x4A,0x6F,Read,ACK
2.508740100000000,0,0x4A,0x6E,Read,ACK
2.508835380000000,0,0x4A,0x74,Read,ACK
2.508930660000000,0,0x4A,0x72,Read,ACK
2.509025940000000,0,0x4A,0x6F,Read,ACK
2.509121220000000,0,0x4A,0x6C,Read,ACK
2.509216500000000,0,0x4A,0x00,Read,ACK
2.509311780000000,0,0x4A,0x01,Read,ACK
2.509407060000000,0,0x4A,0x04,Read,ACK
2.509502340000000,0,0x4A,0x01,Read,ACK
2.509597620000000,0,0x4A,0x00,Read,ACK
2.509693460000000,0,0x4A,0x00,Read,NAK
2.510055760000000,0,0x4A,0xDC,Read,ACK
2.510151060000000,0,0x4A,0x80,Read,ACK
2.510246340000000,0,0x4A,0x00,Read,ACK
2.510341620000000,0,0x4A,0x03,Read,ACK
2.510436900000000,0,0x4A,0x00,Read,ACK
2.510532180000000,0,0x4A,0x08,Read,ACK
2.510627460000000,0,0x4A,0x0B,Read,ACK
2.510722680000000,0,0x4A,0x65,Read,ACK
2.510817960000000,0,0x4A,0x78,Read,ACK
2.510913240000000,0,0x4A,0x65,Read,ACK
2.511008520000000,0,0x4A,0x63,Read,ACK
2.511103800000000,0,0x4A,0x75,Read,ACK
2.511199080000000,0,0x4A,0x74,Read,ACK
2.511294360000000,0,0x4A,0x61,Read,ACK
2.511389640000000,0,0x4A,0x62,Read,ACK
2.511484940000000,0,0x4A,0x6C,Read,ACK
2.511580220000000,0,0x4A,0x65,Read,ACK
2.511675500000000,0,0x4A,0x00,Read,ACK
2.511770780000000,0,0x4A,0x06,Read,ACK
2.511866060000000,0,0x4A,0x01,Read,ACK
2.511961340000000,0,0x4A,0x01,Read,ACK
2.512056620000000,0,0x4A,0x09,Read,ACK
2.512151900000000,0,0x4A,0x07,Read,ACK
2.512247180000000,0,0x4A,0x64,Read,ACK
2.512342460000000,0,0x4A,0x65,Read,ACK
2.512437740000000,0,0x4A,0x76,Read,ACK
2.512533020000000,0,0x4A,0x69,Read,ACK
2.512628300000000,0,0x4A,0x63,Read,ACK
2.512723580000000,0,0x4A,0x65,Read,ACK
2.512818800000000,0,0x4A,0x00,Read,ACK
2.512914080000000,0,0x4A,0x01,Read,ACK
2.513009440000000,0,0x4A,0x04,Read,NAK
2.513375980000000,0,0x4A,0xC0,Read,ACK
2.513471260000000,0,0x4A,0x80,Read,ACK
2.513566560000000,0,0x4A,0x00,Read,ACK
2.513661840000000,0,0x4A,0x04,Read,ACK
2.513757120000000,0,0x4A,0x02,Read,ACK
2.513852400000000,0,0x4A,0x00,Read,ACK
2.513947680000000,0,0x4A,0x00,Read,ACK
2.514042960000000,0,0x4A,0x00,Read,ACK
2.514138240000000,0,0x4A,0x08,Read,ACK
2.514233520000000,0,0x4A,0x0A,Read,ACK
2.514328800000000,0,0x4A,0x73,Read,ACK
2.514424080000000,0,0x4A,0x65,Read,ACK
2.514519360000000,0,0x4A,0x6E,Read,ACK
2.514614640000000,0,0x4A,0x73,Read,ACK
2.514709920000000,0,0x4A,0x6F,Read,ACK
2.514805200000000,0,0x4A,0x72,Read,ACK
2.514900420000000,0,0x4A,0x68,Read,ACK
2.514995700000000,0,0x4A,0x75,Read,ACK
2.515090980000000,0,0x4A,0x62,Read,ACK
2.515186280000000,0,0x4A,0x00,Read,ACK
2.515281560000000,0,0x4A,0x06,Read,ACK
2.515376840000000,0,0x4A,0x01,Read,ACK
2.515472120000000,0,0x4A,0x02,Read,ACK
2.515567400000000,0,0x4A,0x09,Read,ACK
2.515662680000000,0,0x4A,0x08,Read,ACK
2.515757960000000,0,0x4A,0x63,Read,ACK
2.515853240000000,0,0x4A,0x6F,Read,ACK
2.515948520000000,0,0x4A,0x6E,Read,ACK
2.516043800000000,0,0x4A,0x74,Read,ACK
2.516139080000000,0,0x4A,0x72,Read,ACK
2.516234360000000,0,0x4A,0x6F,Read,ACK
2.516329700000000,0,0x4A,0x6C,Read,NAK
2.516693760000000,0,0x4A,0xA4,Read,ACK
2.516789040000000,0,0x4A,0x80,Read,ACK
2.516884260000000,0,0x4A,0x00,Read,ACK
2.516979540000000,0,0x4A,0x05,Read,ACK
2.517074820000000,0,0x4A,0x00,Read,ACK
