Time [s],Packet ID,Address,Data,Read/Write,ACK/NAK
0.921230600000000,0,0x4A,0x05,Write,ACK
0.921260620000000,0,0x4A,0x00,Write,ACK
0.921288120000000,0,0x4A,0x01,Write,ACK
0.921315620000000,0,0x4A,0x00,Write,ACK
0.921343120000000,0,0x4A,0x01,Write,ACK
1.963124340000000,0,0x4A,0x14,Read,ACK
1.963151520000000,0,0x4A,0x01,Read,ACK
1.963178680000000,0,0x4A,0x00,Read,ACK
1.963205840000000,0,0x4A,0x00,Read,NAK
1.969622780000000,0,0x4A,0x14,Read,ACK
1.969650160000000,0,0x4A,0x81,Read,ACK
1.969680220000000,0,0x4A,0x00,Read,ACK
1.969707660000000,0,0x4A,0x01,Read,ACK
1.969735200000000,0,0x4A,0x00,Read,ACK
1.969762720000000,0,0x4A,0x01,Read,ACK
1.969790300000000,0,0x4A,0x04,Read,ACK
1.969817780000000,0,0x4A,0x00,Read,ACK
1.969845260000000,0,0x4A,0x00,Read,ACK
1.969872720000000,0,0x4A,0x00,Read,ACK
1.969900200000000,0,0x4A,0x00,Read,ACK
1.969927700000000,0,0x4A,0x80,Read,ACK
1.969955200000000,0,0x4A,0x06,Read,ACK
1.969982720000000,0,0x4A,0x31,Read,ACK
1.970010340000000,0,0x4A,0x2E,Read,ACK
1.970037740000000,0,0x4A,0x30,Read,ACK
1.970065220000000,0,0x4A,0x2E,Read,ACK
1.970092780000000,0,0x4A,0x30,Read,ACK
1.970120220000000,0,0x4A,0x00,Read,ACK
1.970147720000000,0,0x4A,0x02,Read,ACK
1.970175220000000,0,0x4A,0x02,Read,ACK
1.970202780000000,0,0x4A,0x00,Read,ACK
1.970230220000000,0,0x4A,0x01,Read,ACK
1.970257780000000,0,0x4A,0x03,Read,ACK
1.970285280000000,0,0x4A,0x02,Read,ACK
1.970312700000000,0,0x4A,0xFF,Read,ACK
1.970340260000000,0,0x4A,0x7F,Read,ACK
1.970367760000000,0,0x4A,0x04,Read,ACK
1.970395220000000,0,0x4A,0x02,Read,ACK
1.970422840000000,0,0x4A,0x00,Read,ACK
1.970450240000000,0,0x4A,0x01,Read,ACK
1.970477720000000,0,0x4A,0x05,Read,ACK
1.970505200000000,0,0x4A,0x02,Read,ACK
1.970532680000000,0,0x4A,0xFF,Read,ACK
1.970560260000000,0,0x4A,0x7F,Read,ACK
1.970587720000000,0,0x4A,0x08,Read,ACK
1.970615220000000,0,0x4A,0x05,Read,ACK
1.970642700000000,0,0x4A,0x53,Read,ACK
1.970670200000000,0,0x4A,0x48,Read,ACK
1.970697780000000,0,0x4A,0x54,Read,ACK
1.970725200000000,0,0x4A,0x50,Read,ACK
1.970752700000000,0,0x4A,0x00,Read,ACK
1.970780220000000,0,0x4A,0x06,Read,ACK
1.970807780000000,0,0x4A,0x01,Read,ACK
1.970835300000000,0,0x4A,0x00,Read,ACK
1.970862780000000,0,0x4A,0x09,Read,ACK
1.970890220000000,0,0x4A,0x08,Read,ACK
1.970917760000000,0,0x4A,0x63,Read,ACK
1.970945220000000,0,0x4A,0x6F,Read,ACK
1.970972700000000,0,0x4A,0x6E,Read,ACK
1.971000300000000,0,0x4A,0x74,Read,ACK
1.971027720000000,0,0x4A,0x72,Read,ACK
1.971055260000000,0,0x4A,0x6F,Read,ACK
1.971085340000000,0,0x4A,0x6C,Read,ACK
1.971112700000000,0,0x4A,0x00,Read,ACK
1.971140260000000,0,0x4A,0x01,Read,ACK
1.971167700000000,0,0x4A,0x04,Read,ACK
1.971195340000000,0,0x4A,0x01,Read,ACK
1.971222740000000,0,0x4A,0x00,Read,ACK
1.971250220000000,0,0x4A,0x00,Read,ACK
1.971277700000000,0,0x4A,0x00,Read,ACK
1.971305220000000,0,0x4A,0x08,Read,ACK
1.971332700000000,0,0x4A,0x0B,Read,ACK
1.971361940000000,0,0x4A,0x65,Read,ACK
1.971389160000000,0,0x4A,0x78,Read,ACK
1.971416380000000,0,0x4A,0x65,Read,ACK
1.971443580000000,0,0x4A,0x63,Read,ACK
1.971470780000000,0,0x4A,0x75,Read,ACK
1.971498000000000,0,0x4A,0x74,Read,ACK
1.971525280000000,0,0x4A,0x61,Read,ACK
1.971552720000000,0,0x4A,0x62,Read,ACK
1.971580260000000,0,0x4A,0x6C,Read,ACK
1.971607760000000,0,0x4A,0x65,Read,ACK
1.971635260000000,0,0x4A,0x00,Read,ACK
1.971662740000000,0,0x4A,0x06,Read,ACK
1.971690200000000,0,0x4A,0x01,Read,ACK
1.971717720000000,0,0x4A,0x01,Read,ACK
1.971745280000000,0,0x4A,0x09,Read,ACK
1.971772740000000,0,0x4A,0x07,Read,ACK
1.971800240000000,0,0x4A,0x64,Read,ACK
1.971827700000000,0,0x4A,0x65,Read,ACK
1.971855200000000,0,0x4A,0x76,Read,ACK
1.971882700000000,0,0x4A,0x69,Read,ACK
1.971910260000000,0,0x4A,0x63,Read,ACK
1.971937700000000,0,0x4A,0x65,Read,ACK
1.971965200000000,0,0x4A,0x00,Read,ACK
1.971992780000000,0,0x4A,0x01,Read,ACK
1.972020280000000,0,0x4A,0x04,Read,ACK
1.972047720000000,0,0x4A,0x02,Read,ACK
1.972075260000000,0,0x4A,0x00,Read,ACK
1.972102700000000,0,0x4A,0x00,Read,ACK
1.972130260000000,0,0x4A,0x00,Read,ACK
1.972157840000000,0,0x4A,0x08,Read,ACK
1.972185260000000,0,0x4A,0x0A,Read,ACK
1.972212700000000,0,0x4A,0x73,Read,ACK
1.972242820000000,0,0x4A,0x65,Read,ACK
1.972270200000000,0,0x4A,0x6E,Read,ACK
1.972297820000000,0,0x4A,0x73,Read,ACK
1.972325220000000,0,0x4A,0x6F,Read,ACK
1.972355160000000,0,0x4A,0x72,Read,ACK
1.972382840000000,0,0x4A,0x68,Read,ACK
1.972410240000000,0,0x4A,0x75,Read,ACK
1.972437720000000,0,0x4A,0x62,Read,ACK
1.972465200000000,0,0x4A,0x00,Read,ACK
1.972492720000000,0,0x4A,0x06,Read,ACK
